Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,65,0.0722222,55,0.0611111,10,0.0111111,5,2,4
900,66,0.0733333,47,0.0522222,19,0.0211111,6,4,11
900,90,0.1,78,0.0866667,12,0.0133333,13,1,7
900,77,0.0855556,63,0.07,14,0.0155556,10,4,8
900,74,0.0822222,65,0.0722222,9,0.01,11,0,5
900,48,0.0533333,26,0.0288889,22,0.0244444,1,1,9
900,73,0.0811111,64,0.0711111,9,0.01,3,1,4
900,55,0.0611111,42,0.0466667,13,0.0144444,7,1,7
900,74,0.0822222,59,0.0655556,15,0.0166667,7,2,10
900,101,0.112222,94,0.104444,7,0.00777778,16,1,4
900,76,0.0844444,64,0.0711111,12,0.0133333,11,1,5
900,66,0.0733333,50,0.0555556,16,0.0177778,5,3,10
900,74,0.0822222,54,0.06,20,0.0222222,4,2,13
900,53,0.0588889,34,0.0377778,19,0.0211111,5,3,9
900,87,0.0966667,74,0.0822222,13,0.0144444,6,2,7
900,91,0.101111,76,0.0844444,15,0.0166667,9,3,8
900,87,0.0966667,79,0.0877778,8,0.00888889,6,1,4
900,84,0.0933333,73,0.0811111,11,0.0122222,4,0,5
900,75,0.0833333,52,0.0577778,23,0.0255556,2,5,15
900,73,0.0811111,56,0.0622222,17,0.0188889,5,6,11
900,88,0.0977778,77,0.0855556,11,0.0122222,5,5,8
900,73,0.0811111,56,0.0622222,17,0.0188889,8,3,12
900,53,0.0588889,38,0.0422222,15,0.0166667,3,5,9
900,53,0.0588889,40,0.0444444,13,0.0144444,1,3,7
900,73,0.0811111,61,0.0677778,12,0.0133333,1,2,6
900,76,0.0844444,59,0.0655556,17,0.0188889,7,4,10
900,86,0.0955556,68,0.0755556,18,0.02,5,2,8
900,76,0.0844444,58,0.0644444,18,0.02,6,4,9
900,85,0.0944444,72,0.08,13,0.0144444,8,1,7
900,66,0.0733333,57,0.0633333,9,0.01,9,0,5
900,101,0.112222,92,0.102222,9,0.01,8,0,4
900,76,0.0844444,64,0.0711111,12,0.0133333,7,2,7
900,50,0.0555556,43,0.0477778,7,0.00777778,4,2,4
900,59,0.0655556,36,0.04,23,0.0255556,4,5,16
900,64,0.0711111,45,0.05,19,0.0211111,6,7,12
900,77,0.0855556,67,0.0744444,10,0.0111111,7,1,6
900,52,0.0577778,26,0.0288889,26,0.0288889,3,6,19
900,80,0.0888889,62,0.0688889,18,0.02,6,5,11
900,76,0.0844444,69,0.0766667,7,0.00777778,9,1,5
900,83,0.0922222,75,0.0833333,8,0.00888889,14,2,2
900,71,0.0788889,55,0.0611111,16,0.0177778,5,4,10
900,59,0.0655556,41,0.0455556,18,0.02,3,2,11
900,52,0.0577778,41,0.0455556,11,0.0122222,7,3,9
900,78,0.0866667,54,0.06,24,0.0266667,6,8,18
900,81,0.09,64,0.0711111,17,0.0188889,6,6,10
900,55,0.0611111,32,0.0355556,23,0.0255556,1,9,13
900,51,0.0566667,29,0.0322222,22,0.0244444,2,6,11
900,90,0.1,66,0.0733333,24,0.0266667,9,1,16
900,70,0.0777778,61,0.0677778,9,0.01,9,0,3
900,66,0.0733333,46,0.0511111,20,0.0222222,5,5,15
900,57,0.0633333,44,0.0488889,13,0.0144444,5,3,7
900,63,0.07,45,0.05,18,0.02,3,5,10
900,75,0.0833333,56,0.0622222,19,0.0211111,10,4,11
900,59,0.0655556,45,0.05,14,0.0155556,0,2,7
900,52,0.0577778,43,0.0477778,9,0.01,4,3,6
900,80,0.0888889,71,0.0788889,9,0.01,5,2,5
900,88,0.0977778,63,0.07,25,0.0277778,2,8,17
900,79,0.0877778,62,0.0688889,17,0.0188889,8,6,12
900,86,0.0955556,79,0.0877778,7,0.00777778,14,1,4
900,88,0.0977778,81,0.09,7,0.00777778,11,2,3
