Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,85,0.0944444,77,0.0855556,8,0.00888889,10,0,0
900,85,0.0944444,76,0.0844444,9,0.01,11,0,0
900,87,0.0966667,80,0.0888889,7,0.00777778,13,0,0
900,92,0.102222,82,0.0911111,10,0.0111111,13,0,0
900,94,0.104444,84,0.0933333,10,0.0111111,12,0,0
900,82,0.0911111,75,0.0833333,7,0.00777778,5,0,0
900,68,0.0755556,58,0.0644444,10,0.0111111,11,0,0
900,77,0.0855556,68,0.0755556,9,0.01,5,0,0
900,78,0.0866667,71,0.0788889,7,0.00777778,8,0,0
900,70,0.0777778,60,0.0666667,10,0.0111111,4,0,0
900,72,0.08,62,0.0688889,10,0.0111111,8,0,0
900,105,0.116667,95,0.105556,10,0.0111111,10,0,0
900,92,0.102222,84,0.0933333,8,0.00888889,6,0,0
900,74,0.0822222,65,0.0722222,9,0.01,9,0,0
900,76,0.0844444,73,0.0811111,3,0.00333333,9,0,0
900,92,0.102222,85,0.0944444,7,0.00777778,5,0,0
900,85,0.0944444,76,0.0844444,9,0.01,7,0,0
900,79,0.0877778,65,0.0722222,14,0.0155556,6,0,0
900,93,0.103333,87,0.0966667,6,0.00666667,5,0,0
900,87,0.0966667,77,0.0855556,10,0.0111111,8,0,0
900,81,0.09,71,0.0788889,10,0.0111111,4,0,0
900,47,0.0522222,37,0.0411111,10,0.0111111,5,0,0
900,97,0.107778,88,0.0977778,9,0.01,11,0,0
900,76,0.0844444,68,0.0755556,8,0.00888889,5,0,0
900,77,0.0855556,69,0.0766667,8,0.00888889,8,0,0
900,96,0.106667,86,0.0955556,10,0.0111111,8,0,0
900,82,0.0911111,75,0.0833333,7,0.00777778,9,0,0
900,80,0.0888889,73,0.0811111,7,0.00777778,5,0,0
900,69,0.0766667,57,0.0633333,12,0.0133333,5,0,0
900,76,0.0844444,70,0.0777778,6,0.00666667,8,0,0
900,87,0.0966667,76,0.0844444,11,0.0122222,5,0,0
900,88,0.0977778,80,0.0888889,8,0.00888889,9,0,0
900,86,0.0955556,75,0.0833333,11,0.0122222,6,0,0
900,73,0.0811111,62,0.0688889,11,0.0122222,8,0,0
900,84,0.0933333,72,0.08,12,0.0133333,4,0,0
900,77,0.0855556,67,0.0744444,10,0.0111111,4,0,0
900,94,0.104444,86,0.0955556,8,0.00888889,14,0,0
900,86,0.0955556,80,0.0888889,6,0.00666667,5,0,0
900,82,0.0911111,74,0.0822222,8,0.00888889,12,0,0
900,79,0.0877778,69,0.0766667,10,0.0111111,8,0,0
900,79,0.0877778,70,0.0777778,9,0.01,6,0,0
900,70,0.0777778,61,0.0677778,9,0.01,5,0,0
900,77,0.0855556,70,0.0777778,7,0.00777778,5,0,0
900,72,0.08,63,0.07,9,0.01,6,0,0
900,82,0.0911111,75,0.0833333,7,0.00777778,6,0,0
900,82,0.0911111,72,0.08,10,0.0111111,6,0,0
900,95,0.105556,89,0.0988889,6,0.00666667,12,0,0
900,80,0.0888889,73,0.0811111,7,0.00777778,5,0,0
900,83,0.0922222,76,0.0844444,7,0.00777778,6,0,0
900,81,0.09,71,0.0788889,10,0.0111111,2,0,0
900,85,0.0944444,77,0.0855556,8,0.00888889,7,0,0
900,79,0.0877778,72,0.08,7,0.00777778,4,0,0
900,88,0.0977778,80,0.0888889,8,0.00888889,13,0,0
900,76,0.0844444,68,0.0755556,8,0.00888889,5,0,0
900,89,0.0988889,82,0.0911111,7,0.00777778,6,0,0
900,92,0.102222,85,0.0944444,7,0.00777778,12,0,0
900,103,0.114444,93,0.103333,10,0.0111111,7,0,0
900,96,0.106667,87,0.0966667,9,0.01,5,0,0
900,70,0.0777778,64,0.0711111,6,0.00666667,8,0,0
900,81,0.09,72,0.08,9,0.01,3,0,0
