Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,93,0.103333,58,0.0644444,35,0.0388889,4,14,34
900,82,0.0911111,56,0.0622222,26,0.0288889,6,7,23
900,108,0.12,33,0.0366667,75,0.0833333,3,31,70
900,86,0.0955556,59,0.0655556,27,0.03,4,7,25
900,83,0.0922222,63,0.07,20,0.0222222,6,4,19
900,64,0.0711111,27,0.03,37,0.0411111,4,9,36
900,92,0.102222,37,0.0411111,55,0.0611111,2,23,54
900,80,0.0888889,59,0.0655556,21,0.0233333,9,8,21
900,90,0.1,54,0.06,36,0.04,7,12,33
900,112,0.124444,68,0.0755556,44,0.0488889,7,13,43
900,79,0.0877778,72,0.08,7,0.00777778,11,0,7
900,86,0.0955556,63,0.07,23,0.0255556,11,4,23
900,113,0.125556,58,0.0644444,55,0.0611111,8,33,50
900,79,0.0877778,56,0.0622222,23,0.0255556,4,8,22
900,79,0.0877778,52,0.0577778,27,0.03,9,5,24
900,100,0.111111,65,0.0722222,35,0.0388889,13,8,33
900,82,0.0911111,56,0.0622222,26,0.0288889,12,11,24
900,89,0.0988889,42,0.0466667,47,0.0522222,5,17,44
900,85,0.0944444,50,0.0555556,35,0.0388889,5,8,34
900,91,0.101111,88,0.0977778,3,0.00333333,8,0,3
900,112,0.124444,65,0.0722222,47,0.0522222,8,18,46
900,83,0.0922222,62,0.0688889,21,0.0233333,4,8,20
900,84,0.0933333,50,0.0555556,34,0.0377778,4,11,31
900,100,0.111111,83,0.0922222,17,0.0188889,10,3,14
900,94,0.104444,57,0.0633333,37,0.0411111,3,13,35
900,79,0.0877778,53,0.0588889,26,0.0288889,2,8,24
900,102,0.113333,76,0.0844444,26,0.0288889,6,11,25
900,94,0.104444,56,0.0622222,38,0.0422222,5,14,37
900,87,0.0966667,54,0.06,33,0.0366667,1,16,31
900,78,0.0866667,65,0.0722222,13,0.0144444,7,2,12
900,76,0.0844444,54,0.06,22,0.0244444,4,7,21
900,85,0.0944444,55,0.0611111,30,0.0333333,4,16,29
900,90,0.1,48,0.0533333,42,0.0466667,2,12,40
900,116,0.128889,81,0.09,35,0.0388889,12,10,34
900,90,0.1,65,0.0722222,25,0.0277778,5,7,25
900,69,0.0766667,47,0.0522222,22,0.0244444,2,5,19
900,78,0.0866667,30,0.0333333,48,0.0533333,4,17,48
900,88,0.0977778,74,0.0822222,14,0.0155556,9,3,13
900,91,0.101111,69,0.0766667,22,0.0244444,10,5,22
900,101,0.112222,58,0.0644444,43,0.0477778,4,12,37
900,98,0.108889,68,0.0755556,30,0.0333333,9,10,29
900,90,0.1,78,0.0866667,12,0.0133333,6,3,9
900,96,0.106667,72,0.08,24,0.0266667,3,7,23
900,97,0.107778,72,0.08,25,0.0277778,11,8,23
900,78,0.0866667,50,0.0555556,28,0.0311111,9,11,26
900,61,0.0677778,21,0.0233333,40,0.0444444,5,16,38
900,90,0.1,60,0.0666667,30,0.0333333,4,12,30
900,76,0.0844444,56,0.0622222,20,0.0222222,14,6,18
900,77,0.0855556,42,0.0466667,35,0.0388889,9,11,35
900,102,0.113333,70,0.0777778,32,0.0355556,5,9,29
900,93,0.103333,46,0.0511111,47,0.0522222,7,19,45
900,94,0.104444,52,0.0577778,42,0.0466667,7,14,41
900,111,0.123333,78,0.0866667,33,0.0366667,9,15,31
900,86,0.0955556,57,0.0633333,29,0.0322222,8,13,26
900,91,0.101111,58,0.0644444,33,0.0366667,4,13,30
900,74,0.0822222,31,0.0344444,43,0.0477778,2,14,43
900,95,0.105556,55,0.0611111,40,0.0444444,5,18,33
900,100,0.111111,70,0.0777778,30,0.0333333,9,13,30
900,93,0.103333,62,0.0688889,31,0.0344444,8,7,31
900,88,0.0977778,64,0.0711111,24,0.0266667,6,10,22
