Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,80,0.0888889,64,0.0711111,16,0.0177778,3,1,4
900,86,0.0955556,79,0.0877778,7,0.00777778,6,0,0
900,103,0.114444,97,0.107778,6,0.00666667,11,0,1
900,57,0.0633333,51,0.0566667,6,0.00666667,9,0,1
900,58,0.0644444,36,0.04,22,0.0244444,1,0,5
900,80,0.0888889,71,0.0788889,9,0.01,7,0,2
900,83,0.0922222,72,0.08,11,0.0122222,7,0,3
900,79,0.0877778,61,0.0677778,18,0.02,10,5,6
900,69,0.0766667,51,0.0566667,18,0.02,4,2,6
900,77,0.0855556,64,0.0711111,13,0.0144444,8,0,2
900,80,0.0888889,70,0.0777778,10,0.0111111,8,0,0
900,78,0.0866667,63,0.07,15,0.0166667,8,2,3
900,90,0.1,74,0.0822222,16,0.0177778,8,1,4
900,93,0.103333,87,0.0966667,6,0.00666667,5,0,0
900,40,0.0444444,23,0.0255556,17,0.0188889,1,1,6
900,70,0.0777778,58,0.0644444,12,0.0133333,7,1,2
900,93,0.103333,79,0.0877778,14,0.0155556,6,0,0
900,67,0.0744444,51,0.0566667,16,0.0177778,8,4,6
900,71,0.0788889,56,0.0622222,15,0.0166667,9,3,6
900,75,0.0833333,55,0.0611111,20,0.0222222,8,3,6
900,81,0.09,68,0.0755556,13,0.0144444,2,1,2
900,93,0.103333,87,0.0966667,6,0.00666667,14,0,2
900,75,0.0833333,68,0.0755556,7,0.00777778,8,0,1
900,69,0.0766667,61,0.0677778,8,0.00888889,1,0,0
900,88,0.0977778,73,0.0811111,15,0.0166667,7,2,7
900,72,0.08,55,0.0611111,17,0.0188889,10,2,3
900,76,0.0844444,54,0.06,22,0.0244444,5,1,5
900,66,0.0733333,56,0.0622222,10,0.0111111,3,0,3
900,85,0.0944444,81,0.09,4,0.00444444,11,0,0
900,89,0.0988889,78,0.0866667,11,0.0122222,7,2,4
900,50,0.0555556,33,0.0366667,17,0.0188889,0,6,8
900,90,0.1,76,0.0844444,14,0.0155556,8,3,3
900,69,0.0766667,57,0.0633333,12,0.0133333,3,1,5
900,71,0.0788889,61,0.0677778,10,0.0111111,5,1,2
900,81,0.09,73,0.0811111,8,0.00888889,10,0,0
900,61,0.0677778,51,0.0566667,10,0.0111111,4,1,1
900,79,0.0877778,58,0.0644444,21,0.0233333,5,5,10
900,92,0.102222,70,0.0777778,22,0.0244444,3,3,7
900,94,0.104444,86,0.0955556,8,0.00888889,6,0,1
900,87,0.0966667,77,0.0855556,10,0.0111111,6,0,2
900,60,0.0666667,50,0.0555556,10,0.0111111,5,2,3
900,63,0.07,49,0.0544444,14,0.0155556,11,1,3
900,85,0.0944444,80,0.0888889,5,0.00555556,9,0,1
900,78,0.0866667,63,0.07,15,0.0166667,5,0,2
900,66,0.0733333,52,0.0577778,14,0.0155556,3,2,5
900,81,0.09,59,0.0655556,22,0.0244444,12,6,8
900,73,0.0811111,61,0.0677778,12,0.0133333,3,0,2
900,79,0.0877778,70,0.0777778,9,0.01,5,1,1
900,89,0.0988889,74,0.0822222,15,0.0166667,10,1,5
900,93,0.103333,89,0.0988889,4,0.00444444,10,1,1
900,76,0.0844444,64,0.0711111,12,0.0133333,8,0,1
900,57,0.0633333,45,0.05,12,0.0133333,3,3,5
900,82,0.0911111,75,0.0833333,7,0.00777778,15,0,1
900,67,0.0744444,55,0.0611111,12,0.0133333,10,3,5
900,70,0.0777778,54,0.06,16,0.0177778,10,1,3
900,66,0.0733333,55,0.0611111,11,0.0122222,5,3,3
900,58,0.0644444,38,0.0422222,20,0.0222222,4,1,5
900,77,0.0855556,66,0.0733333,11,0.0122222,9,1,1
900,59,0.0655556,47,0.0522222,12,0.0133333,5,2,3
900,81,0.09,64,0.0711111,17,0.0188889,7,1,2
