Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,77,0.0855556,70,0.0777778,7,0.00777778,7,0,5
900,70,0.0777778,56,0.0622222,14,0.0155556,7,2,7
900,59,0.0655556,43,0.0477778,16,0.0177778,5,2,9
900,81,0.09,69,0.0766667,12,0.0133333,6,2,8
900,59,0.0655556,42,0.0466667,17,0.0188889,4,8,12
900,72,0.08,48,0.0533333,24,0.0266667,5,9,17
900,69,0.0766667,55,0.0611111,14,0.0155556,3,3,10
900,82,0.0911111,64,0.0711111,18,0.02,8,4,12
900,73,0.0811111,49,0.0544444,24,0.0266667,6,8,16
900,90,0.1,84,0.0933333,6,0.00666667,4,0,2
900,60,0.0666667,40,0.0444444,20,0.0222222,5,7,14
900,72,0.08,44,0.0488889,28,0.0311111,9,8,22
900,76,0.0844444,67,0.0744444,9,0.01,9,3,5
900,98,0.108889,75,0.0833333,23,0.0255556,3,7,15
900,78,0.0866667,55,0.0611111,23,0.0255556,5,8,18
900,58,0.0644444,41,0.0455556,17,0.0188889,6,5,10
900,86,0.0955556,63,0.07,23,0.0255556,4,4,17
900,81,0.09,66,0.0733333,15,0.0166667,8,6,9
900,96,0.106667,82,0.0911111,14,0.0155556,13,3,7
900,65,0.0722222,43,0.0477778,22,0.0244444,10,6,15
900,74,0.0822222,61,0.0677778,13,0.0144444,12,3,9
900,60,0.0666667,37,0.0411111,23,0.0255556,4,8,17
900,62,0.0688889,45,0.05,17,0.0188889,7,5,12
900,61,0.0677778,46,0.0511111,15,0.0166667,4,2,9
900,83,0.0922222,68,0.0755556,15,0.0166667,15,2,9
900,76,0.0844444,65,0.0722222,11,0.0122222,6,2,6
900,56,0.0622222,41,0.0455556,15,0.0166667,4,4,7
900,71,0.0788889,48,0.0533333,23,0.0255556,1,2,17
900,68,0.0755556,59,0.0655556,9,0.01,6,2,5
900,66,0.0733333,51,0.0566667,15,0.0166667,4,3,12
900,67,0.0744444,51,0.0566667,16,0.0177778,3,7,12
900,77,0.0855556,56,0.0622222,21,0.0233333,5,5,15
900,77,0.0855556,65,0.0722222,12,0.0133333,8,5,7
900,77,0.0855556,65,0.0722222,12,0.0133333,8,3,7
900,75,0.0833333,52,0.0577778,23,0.0255556,5,4,19
900,101,0.112222,83,0.0922222,18,0.02,8,4,14
900,90,0.1,76,0.0844444,14,0.0155556,8,5,11
900,84,0.0933333,63,0.07,21,0.0233333,7,8,16
900,73,0.0811111,56,0.0622222,17,0.0188889,8,9,11
900,84,0.0933333,64,0.0711111,20,0.0222222,4,6,14
900,69,0.0766667,59,0.0655556,10,0.0111111,10,4,7
900,69,0.0766667,47,0.0522222,22,0.0244444,2,7,14
900,71,0.0788889,57,0.0633333,14,0.0155556,6,5,8
900,82,0.0911111,65,0.0722222,17,0.0188889,8,3,10
900,66,0.0733333,44,0.0488889,22,0.0244444,3,10,18
900,55,0.0611111,46,0.0511111,9,0.01,4,1,5
900,82,0.0911111,62,0.0688889,20,0.0222222,7,4,13
900,50,0.0555556,34,0.0377778,16,0.0177778,11,6,10
900,89,0.0988889,72,0.08,17,0.0188889,7,6,12
900,76,0.0844444,45,0.05,31,0.0344444,13,7,27
900,62,0.0688889,34,0.0377778,28,0.0311111,3,8,19
900,87,0.0966667,71,0.0788889,16,0.0177778,7,2,10
900,69,0.0766667,56,0.0622222,13,0.0144444,6,2,11
900,59,0.0655556,48,0.0533333,11,0.0122222,4,2,7
900,62,0.0688889,45,0.05,17,0.0188889,1,3,10
900,82,0.0911111,57,0.0633333,25,0.0277778,12,9,19
900,73,0.0811111,63,0.07,10,0.0111111,1,2,6
900,77,0.0855556,67,0.0744444,10,0.0111111,10,0,8
900,98,0.108889,91,0.101111,7,0.00777778,9,2,7
900,49,0.0544444,34,0.0377778,15,0.0166667,8,2,8
