Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,110,0.122222,64,0.0711111,46,0.0511111,5,28
900,76,0.0844444,40,0.0444444,36,0.04,1,13
900,104,0.115556,43,0.0477778,61,0.0677778,7,26
900,105,0.116667,72,0.08,33,0.0366667,9,13
900,82,0.0911111,40,0.0444444,42,0.0466667,4,12
900,85,0.0944444,60,0.0666667,25,0.0277778,7,11
900,96,0.106667,71,0.0788889,25,0.0277778,7,11
900,84,0.0933333,68,0.0755556,16,0.0177778,8,5
900,92,0.102222,66,0.0733333,26,0.0288889,10,8
900,89,0.0988889,50,0.0555556,39,0.0433333,7,18
900,106,0.117778,59,0.0655556,47,0.0522222,5,11
900,85,0.0944444,45,0.05,40,0.0444444,7,17
900,85,0.0944444,51,0.0566667,34,0.0377778,8,14
900,85,0.0944444,48,0.0533333,37,0.0411111,5,12
900,101,0.112222,60,0.0666667,41,0.0455556,8,13
900,120,0.133333,71,0.0788889,49,0.0544444,5,22
900,81,0.09,43,0.0477778,38,0.0422222,4,9
900,81,0.09,46,0.0511111,35,0.0388889,7,10
900,92,0.102222,62,0.0688889,30,0.0333333,3,8
900,75,0.0833333,33,0.0366667,42,0.0466667,4,11
900,94,0.104444,50,0.0555556,44,0.0488889,2,14
900,94,0.104444,56,0.0622222,38,0.0422222,5,14
900,85,0.0944444,49,0.0544444,36,0.04,5,11
900,78,0.0866667,32,0.0355556,46,0.0511111,0,12
900,110,0.122222,55,0.0611111,55,0.0611111,4,21
900,104,0.115556,73,0.0811111,31,0.0344444,10,14
900,95,0.105556,64,0.0711111,31,0.0344444,8,11
900,102,0.113333,84,0.0933333,18,0.02,13,8
900,113,0.125556,57,0.0633333,56,0.0622222,11,22
900,82,0.0911111,77,0.0855556,5,0.00555556,4,0
900,68,0.0755556,38,0.0422222,30,0.0333333,5,11
900,81,0.09,71,0.0788889,10,0.0111111,6,0
900,80,0.0888889,51,0.0566667,29,0.0322222,4,9
900,93,0.103333,49,0.0544444,44,0.0488889,6,18
900,93,0.103333,83,0.0922222,10,0.0111111,5,2
900,82,0.0911111,61,0.0677778,21,0.0233333,8,6
900,98,0.108889,69,0.0766667,29,0.0322222,6,10
900,113,0.125556,76,0.0844444,37,0.0411111,2,10
900,88,0.0977778,67,0.0744444,21,0.0233333,7,8
900,91,0.101111,60,0.0666667,31,0.0344444,6,10
900,84,0.0933333,62,0.0688889,22,0.0244444,9,14
900,76,0.0844444,37,0.0411111,39,0.0433333,7,11
900,106,0.117778,60,0.0666667,46,0.0511111,9,14
900,96,0.106667,65,0.0722222,31,0.0344444,7,9
900,116,0.128889,74,0.0822222,42,0.0466667,9,16
900,79,0.0877778,47,0.0522222,32,0.0355556,5,13
900,95,0.105556,50,0.0555556,45,0.05,3,16
900,95,0.105556,65,0.0722222,30,0.0333333,5,11
900,80,0.0888889,65,0.0722222,15,0.0166667,6,5
900,92,0.102222,52,0.0577778,40,0.0444444,8,15
900,85,0.0944444,67,0.0744444,18,0.02,4,3
900,102,0.113333,68,0.0755556,34,0.0377778,6,10
900,93,0.103333,50,0.0555556,43,0.0477778,9,16
900,101,0.112222,60,0.0666667,41,0.0455556,4,17
900,78,0.0866667,53,0.0588889,25,0.0277778,3,8
900,97,0.107778,47,0.0522222,50,0.0555556,4,16
900,75,0.0833333,48,0.0533333,27,0.03,4,10
900,90,0.1,80,0.0888889,10,0.0111111,7,0
900,83,0.0922222,41,0.0455556,42,0.0466667,5,17
900,63,0.07,25,0.0277778,38,0.0422222,5,12
