Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created
900,86,0.0955556,41,0.0455556,45,0.05,5,19
900,74,0.0822222,41,0.0455556,33,0.0366667,5,9
900,77,0.0855556,42,0.0466667,35,0.0388889,3,10
900,75,0.0833333,44,0.0488889,31,0.0344444,3,13
900,124,0.137778,69,0.0766667,55,0.0611111,5,16
900,106,0.117778,76,0.0844444,30,0.0333333,8,12
900,80,0.0888889,70,0.0777778,10,0.0111111,6,1
900,78,0.0866667,54,0.06,24,0.0266667,5,4
900,77,0.0855556,49,0.0544444,28,0.0311111,7,13
900,67,0.0744444,33,0.0366667,34,0.0377778,3,14
900,103,0.114444,60,0.0666667,43,0.0477778,7,19
900,88,0.0977778,54,0.06,34,0.0377778,4,9
900,121,0.134444,60,0.0666667,61,0.0677778,6,27
900,93,0.103333,62,0.0688889,31,0.0344444,6,12
900,63,0.07,21,0.0233333,42,0.0466667,3,18
900,101,0.112222,84,0.0933333,17,0.0188889,6,6
900,92,0.102222,54,0.06,38,0.0422222,4,14
900,86,0.0955556,55,0.0611111,31,0.0344444,7,12
900,88,0.0977778,46,0.0511111,42,0.0466667,6,18
900,79,0.0877778,59,0.0655556,20,0.0222222,4,5
900,106,0.117778,47,0.0522222,59,0.0655556,6,22
900,103,0.114444,71,0.0788889,32,0.0355556,5,11
900,86,0.0955556,58,0.0644444,28,0.0311111,7,11
900,87,0.0966667,59,0.0655556,28,0.0311111,2,7
900,79,0.0877778,45,0.05,34,0.0377778,2,10
900,92,0.102222,45,0.05,47,0.0522222,5,23
900,87,0.0966667,82,0.0911111,5,0.00555556,10,1
900,99,0.11,43,0.0477778,56,0.0622222,3,21
900,85,0.0944444,40,0.0444444,45,0.05,6,19
900,89,0.0988889,42,0.0466667,47,0.0522222,5,17
900,104,0.115556,72,0.08,32,0.0355556,8,7
900,108,0.12,66,0.0733333,42,0.0466667,11,14
900,98,0.108889,75,0.0833333,23,0.0255556,8,8
900,80,0.0888889,48,0.0533333,32,0.0355556,8,15
900,59,0.0655556,20,0.0222222,39,0.0433333,1,10
900,96,0.106667,44,0.0488889,52,0.0577778,2,23
900,85,0.0944444,34,0.0377778,51,0.0566667,6,18
900,83,0.0922222,36,0.04,47,0.0522222,6,14
900,69,0.0766667,37,0.0411111,32,0.0355556,5,13
900,103,0.114444,84,0.0933333,19,0.0211111,8,9
900,69,0.0766667,32,0.0355556,37,0.0411111,5,14
900,81,0.09,68,0.0755556,13,0.0144444,8,3
900,89,0.0988889,49,0.0544444,40,0.0444444,3,17
900,95,0.105556,32,0.0355556,63,0.07,2,24
900,93,0.103333,52,0.0577778,41,0.0455556,4,16
900,130,0.144444,74,0.0822222,56,0.0622222,7,21
900,106,0.117778,66,0.0733333,40,0.0444444,8,12
900,94,0.104444,54,0.06,40,0.0444444,6,11
900,117,0.13,78,0.0866667,39,0.0433333,5,16
900,95,0.105556,66,0.0733333,29,0.0322222,9,13
900,85,0.0944444,42,0.0466667,43,0.0477778,7,17
900,113,0.125556,56,0.0622222,57,0.0633333,3,22
900,112,0.124444,79,0.0877778,33,0.0366667,16,13
900,93,0.103333,67,0.0744444,26,0.0288889,10,9
900,108,0.12,54,0.06,54,0.06,8,22
900,82,0.0911111,59,0.0655556,23,0.0255556,7,8
900,92,0.102222,54,0.06,38,0.0422222,5,14
900,97,0.107778,74,0.0822222,23,0.0255556,12,5
900,106,0.117778,75,0.0833333,31,0.0344444,11,8
900,108,0.12,73,0.0811111,35,0.0388889,5,13
