Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,77,0.0855556,53,0.0588889,24,0.0266667,6,6,20
900,65,0.0722222,43,0.0477778,22,0.0244444,6,8,16
900,84,0.0933333,77,0.0855556,7,0.00777778,7,0,5
900,84,0.0933333,56,0.0622222,28,0.0311111,7,11,25
900,82,0.0911111,55,0.0611111,27,0.03,4,9,20
900,91,0.101111,63,0.07,28,0.0311111,6,11,27
900,89,0.0988889,58,0.0644444,31,0.0344444,8,10,28
900,86,0.0955556,68,0.0755556,18,0.02,3,5,16
900,65,0.0722222,50,0.0555556,15,0.0166667,7,5,12
900,72,0.08,40,0.0444444,32,0.0355556,0,12,24
900,69,0.0766667,50,0.0555556,19,0.0211111,3,7,16
900,72,0.08,54,0.06,18,0.02,9,7,15
900,89,0.0988889,58,0.0644444,31,0.0344444,8,9,29
900,61,0.0677778,31,0.0344444,30,0.0333333,6,9,25
900,98,0.108889,67,0.0744444,31,0.0344444,8,16,27
900,84,0.0933333,43,0.0477778,41,0.0455556,7,15,32
900,78,0.0866667,57,0.0633333,21,0.0233333,7,6,16
900,90,0.1,60,0.0666667,30,0.0333333,6,10,28
900,96,0.106667,82,0.0911111,14,0.0155556,7,2,9
900,91,0.101111,64,0.0711111,27,0.03,9,8,25
900,78,0.0866667,49,0.0544444,29,0.0322222,7,10,23
900,100,0.111111,81,0.09,19,0.0211111,6,2,17
900,74,0.0822222,62,0.0688889,12,0.0133333,6,3,7
900,96,0.106667,66,0.0733333,30,0.0333333,5,8,24
900,80,0.0888889,46,0.0511111,34,0.0377778,3,11,32
900,78,0.0866667,71,0.0788889,7,0.00777778,10,2,5
900,75,0.0833333,65,0.0722222,10,0.0111111,8,1,8
900,89,0.0988889,61,0.0677778,28,0.0311111,6,11,23
900,95,0.105556,66,0.0733333,29,0.0322222,8,10,25
900,87,0.0966667,56,0.0622222,31,0.0344444,6,10,25
900,90,0.1,67,0.0744444,23,0.0255556,4,4,18
900,85,0.0944444,61,0.0677778,24,0.0266667,4,10,20
900,94,0.104444,58,0.0644444,36,0.04,5,17,28
900,64,0.0711111,42,0.0466667,22,0.0244444,3,8,16
900,88,0.0977778,61,0.0677778,27,0.03,7,13,23
900,82,0.0911111,58,0.0644444,24,0.0266667,5,10,19
900,98,0.108889,43,0.0477778,55,0.0611111,7,27,48
900,76,0.0844444,68,0.0755556,8,0.00888889,7,1,8
900,93,0.103333,56,0.0622222,37,0.0411111,8,17,31
900,88,0.0977778,61,0.0677778,27,0.03,4,9,22
900,96,0.106667,69,0.0766667,27,0.03,3,13,25
900,80,0.0888889,65,0.0722222,15,0.0166667,5,5,12
900,93,0.103333,65,0.0722222,28,0.0311111,5,12,26
900,88,0.0977778,46,0.0511111,42,0.0466667,8,12,39
900,94,0.104444,57,0.0633333,37,0.0411111,8,9,28
900,54,0.06,35,0.0388889,19,0.0211111,2,3,13
900,92,0.102222,83,0.0922222,9,0.01,6,1,6
900,67,0.0744444,43,0.0477778,24,0.0266667,9,9,18
900,84,0.0933333,40,0.0444444,44,0.0488889,1,24,42
900,84,0.0933333,57,0.0633333,27,0.03,6,7,24
900,85,0.0944444,48,0.0533333,37,0.0411111,6,16,33
900,94,0.104444,74,0.0822222,20,0.0222222,6,6,14
900,54,0.06,18,0.02,36,0.04,2,13,29
900,83,0.0922222,43,0.0477778,40,0.0444444,5,15,39
900,65,0.0722222,27,0.03,38,0.0422222,3,11,35
900,71,0.0788889,43,0.0477778,28,0.0311111,8,7,27
900,83,0.0922222,70,0.0777778,13,0.0144444,5,3,9
900,80,0.0888889,61,0.0677778,19,0.0211111,2,10,15
900,89,0.0988889,60,0.0666667,29,0.0322222,4,13,24
900,92,0.102222,90,0.1,2,0.00222222,15,0,1
