Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,73,0.0811111,64,0.0711111,9,0.01,9,1,2
900,89,0.0988889,82,0.0911111,7,0.00777778,12,0,0
900,75,0.0833333,63,0.07,12,0.0133333,5,1,3
900,76,0.0844444,62,0.0688889,14,0.0155556,5,0,3
900,82,0.0911111,70,0.0777778,12,0.0133333,8,0,3
900,75,0.0833333,66,0.0733333,9,0.01,5,0,1
900,88,0.0977778,80,0.0888889,8,0.00888889,4,1,1
900,56,0.0622222,49,0.0544444,7,0.00777778,6,0,2
900,88,0.0977778,81,0.09,7,0.00777778,9,1,1
900,88,0.0977778,80,0.0888889,8,0.00888889,9,0,2
900,70,0.0777778,59,0.0655556,11,0.0122222,11,2,4
900,63,0.07,51,0.0566667,12,0.0133333,8,1,1
900,63,0.07,50,0.0555556,13,0.0144444,5,1,1
900,77,0.0855556,66,0.0733333,11,0.0122222,5,0,1
900,80,0.0888889,68,0.0755556,12,0.0133333,8,0,1
900,83,0.0922222,73,0.0811111,10,0.0111111,6,1,1
900,63,0.07,53,0.0588889,10,0.0111111,7,0,1
900,91,0.101111,81,0.09,10,0.0111111,6,0,1
900,75,0.0833333,65,0.0722222,10,0.0111111,4,0,1
900,76,0.0844444,65,0.0722222,11,0.0122222,5,2,4
900,72,0.08,66,0.0733333,6,0.00666667,7,1,2
900,81,0.09,68,0.0755556,13,0.0144444,6,0,0
900,87,0.0966667,79,0.0877778,8,0.00888889,11,0,1
900,68,0.0755556,57,0.0633333,11,0.0122222,7,1,2
900,72,0.08,60,0.0666667,12,0.0133333,5,1,1
900,51,0.0566667,44,0.0488889,7,0.00777778,6,0,0
900,90,0.1,76,0.0844444,14,0.0155556,7,3,3
900,74,0.0822222,65,0.0722222,9,0.01,11,2,2
900,60,0.0666667,51,0.0566667,9,0.01,6,1,2
900,64,0.0711111,56,0.0622222,8,0.00888889,9,1,4
900,74,0.0822222,62,0.0688889,12,0.0133333,4,0,1
900,85,0.0944444,74,0.0822222,11,0.0122222,6,0,2
900,41,0.0455556,28,0.0311111,13,0.0144444,0,1,4
900,86,0.0955556,74,0.0822222,12,0.0133333,8,0,1
900,68,0.0755556,57,0.0633333,11,0.0122222,8,2,2
900,89,0.0988889,69,0.0766667,20,0.0222222,9,2,9
900,67,0.0744444,55,0.0611111,12,0.0133333,3,0,1
900,86,0.0955556,77,0.0855556,9,0.01,7,2,2
900,87,0.0966667,73,0.0811111,14,0.0155556,5,2,6
900,42,0.0466667,27,0.03,15,0.0166667,2,1,4
900,42,0.0466667,29,0.0322222,13,0.0144444,4,3,5
900,90,0.1,84,0.0933333,6,0.00666667,5,0,1
900,90,0.1,80,0.0888889,10,0.0111111,8,0,1
900,96,0.106667,86,0.0955556,10,0.0111111,7,0,2
900,60,0.0666667,45,0.05,15,0.0166667,7,1,2
900,52,0.0577778,37,0.0411111,15,0.0166667,3,3,4
900,78,0.0866667,67,0.0744444,11,0.0122222,4,0,1
900,60,0.0666667,49,0.0544444,11,0.0122222,3,0,1
900,72,0.08,61,0.0677778,11,0.0122222,5,1,1
900,70,0.0777778,61,0.0677778,9,0.01,5,0,1
900,65,0.0722222,59,0.0655556,6,0.00666667,7,1,1
900,67,0.0744444,59,0.0655556,8,0.00888889,5,0,0
900,91,0.101111,87,0.0966667,4,0.00444444,7,0,0
900,87,0.0966667,76,0.0844444,11,0.0122222,8,1,3
900,55,0.0611111,38,0.0422222,17,0.0188889,1,4,7
900,86,0.0955556,78,0.0866667,8,0.00888889,12,0,0
900,102,0.113333,91,0.101111,11,0.0122222,7,0,2
900,90,0.1,78,0.0866667,12,0.0133333,3,0,1
900,85,0.0944444,73,0.0811111,12,0.0133333,6,1,3
900,72,0.08,62,0.0688889,10,0.0111111,3,0,1
