Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,101,0.112222,71,0.0788889,30,0.0333333,8,10,30
900,80,0.0888889,48,0.0533333,32,0.0355556,7,8,30
900,79,0.0877778,63,0.07,16,0.0177778,5,6,13
900,73,0.0811111,67,0.0744444,6,0.00666667,6,1,4
900,63,0.07,44,0.0488889,19,0.0211111,6,11,18
900,69,0.0766667,50,0.0555556,19,0.0211111,3,4,17
900,96,0.106667,69,0.0766667,27,0.03,9,11,24
900,88,0.0977778,66,0.0733333,22,0.0244444,6,12,22
900,76,0.0844444,46,0.0511111,30,0.0333333,2,16,28
900,73,0.0811111,46,0.0511111,27,0.03,5,8,23
900,79,0.0877778,49,0.0544444,30,0.0333333,5,7,23
900,63,0.07,39,0.0433333,24,0.0266667,1,7,20
900,72,0.08,57,0.0633333,15,0.0166667,9,6,12
900,55,0.0611111,34,0.0377778,21,0.0233333,6,5,14
900,81,0.09,44,0.0488889,37,0.0411111,3,13,33
900,82,0.0911111,48,0.0533333,34,0.0377778,4,7,32
900,68,0.0755556,45,0.05,23,0.0255556,7,9,19
900,98,0.108889,97,0.107778,1,0.00111111,11,0,1
900,96,0.106667,66,0.0733333,30,0.0333333,8,15,29
900,53,0.0588889,45,0.05,8,0.00888889,11,0,7
900,112,0.124444,76,0.0844444,36,0.04,6,9,33
900,83,0.0922222,32,0.0355556,51,0.0566667,4,18,45
900,94,0.104444,57,0.0633333,37,0.0411111,11,11,32
900,82,0.0911111,52,0.0577778,30,0.0333333,7,12,27
900,87,0.0966667,30,0.0333333,57,0.0633333,4,25,52
900,70,0.0777778,33,0.0366667,37,0.0411111,1,15,33
900,75,0.0833333,67,0.0744444,8,0.00888889,8,2,6
900,82,0.0911111,51,0.0566667,31,0.0344444,6,8,27
900,43,0.0477778,27,0.03,16,0.0177778,2,1,13
900,93,0.103333,49,0.0544444,44,0.0488889,3,18,42
900,97,0.107778,62,0.0688889,35,0.0388889,6,11,32
900,81,0.09,52,0.0577778,29,0.0322222,5,14,23
900,85,0.0944444,51,0.0566667,34,0.0377778,9,8,29
900,93,0.103333,42,0.0466667,51,0.0566667,2,18,50
900,82,0.0911111,46,0.0511111,36,0.04,8,6,35
900,93,0.103333,55,0.0611111,38,0.0422222,6,15,32
900,96,0.106667,75,0.0833333,21,0.0233333,5,5,19
900,68,0.0755556,39,0.0433333,29,0.0322222,5,6,26
900,92,0.102222,59,0.0655556,33,0.0366667,4,11,32
900,66,0.0733333,45,0.05,21,0.0233333,6,7,17
900,71,0.0788889,54,0.06,17,0.0188889,6,4,15
900,65,0.0722222,34,0.0377778,31,0.0344444,2,9,28
900,75,0.0833333,69,0.0766667,6,0.00666667,6,0,5
900,107,0.118889,73,0.0811111,34,0.0377778,7,12,30
900,80,0.0888889,67,0.0744444,13,0.0144444,7,1,11
900,95,0.105556,69,0.0766667,26,0.0288889,2,7,24
900,67,0.0744444,33,0.0366667,34,0.0377778,2,14,29
900,83,0.0922222,58,0.0644444,25,0.0277778,10,10,22
900,75,0.0833333,52,0.0577778,23,0.0255556,4,8,20
900,78,0.0866667,51,0.0566667,27,0.03,8,12,25
900,78,0.0866667,51,0.0566667,27,0.03,4,13,23
900,87,0.0966667,64,0.0711111,23,0.0255556,12,8,19
900,77,0.0855556,59,0.0655556,18,0.02,6,7,14
900,66,0.0733333,26,0.0288889,40,0.0444444,4,14,34
900,88,0.0977778,67,0.0744444,21,0.0233333,7,11,21
900,94,0.104444,60,0.0666667,34,0.0377778,10,15,34
900,83,0.0922222,48,0.0533333,35,0.0388889,5,10,34
900,94,0.104444,72,0.08,22,0.0244444,4,7,20
900,69,0.0766667,26,0.0288889,43,0.0477778,3,13,39
900,88,0.0977778,65,0.0722222,23,0.0255556,11,5,21
