Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,51,0.0566667,39,0.0433333,12,0.0133333,3,4,7
900,77,0.0855556,62,0.0688889,15,0.0166667,6,1,6
900,59,0.0655556,46,0.0511111,13,0.0144444,9,0,5
900,61,0.0677778,39,0.0433333,22,0.0244444,6,4,15
900,79,0.0877778,59,0.0655556,20,0.0222222,5,2,8
900,67,0.0744444,52,0.0577778,15,0.0166667,8,4,9
900,62,0.0688889,54,0.06,8,0.00888889,4,0,2
900,74,0.0822222,59,0.0655556,15,0.0166667,12,5,8
900,53,0.0588889,41,0.0455556,12,0.0133333,6,3,7
900,59,0.0655556,38,0.0422222,21,0.0233333,3,9,17
900,68,0.0755556,54,0.06,14,0.0155556,3,3,7
900,83,0.0922222,71,0.0788889,12,0.0133333,6,2,3
900,51,0.0566667,32,0.0355556,19,0.0211111,3,5,9
900,80,0.0888889,66,0.0733333,14,0.0155556,8,3,9
900,96,0.106667,88,0.0977778,8,0.00888889,10,1,5
900,65,0.0722222,51,0.0566667,14,0.0155556,6,5,6
900,70,0.0777778,56,0.0622222,14,0.0155556,6,4,7
900,92,0.102222,62,0.0688889,30,0.0333333,8,7,17
900,55,0.0611111,38,0.0422222,17,0.0188889,1,3,11
900,72,0.08,50,0.0555556,22,0.0244444,3,10,15
900,84,0.0933333,64,0.0711111,20,0.0222222,2,6,11
900,91,0.101111,82,0.0911111,9,0.01,8,0,2
900,64,0.0711111,48,0.0533333,16,0.0177778,3,3,10
900,62,0.0688889,56,0.0622222,6,0.00666667,2,1,2
900,86,0.0955556,48,0.0533333,38,0.0422222,3,13,26
900,103,0.114444,85,0.0944444,18,0.02,7,4,7
900,74,0.0822222,46,0.0511111,28,0.0311111,5,7,18
900,63,0.07,51,0.0566667,12,0.0133333,4,2,4
900,72,0.08,48,0.0533333,24,0.0266667,8,7,16
900,76,0.0844444,63,0.07,13,0.0144444,6,2,5
900,72,0.08,43,0.0477778,29,0.0322222,0,10,16
900,92,0.102222,69,0.0766667,23,0.0255556,5,3,15
900,92,0.102222,69,0.0766667,23,0.0255556,10,6,13
900,97,0.107778,89,0.0988889,8,0.00888889,8,0,4
900,64,0.0711111,55,0.0611111,9,0.01,4,1,3
900,90,0.1,79,0.0877778,11,0.0122222,5,2,6
900,81,0.09,73,0.0811111,8,0.00888889,7,1,4
900,89,0.0988889,82,0.0911111,7,0.00777778,10,1,3
900,82,0.0911111,49,0.0544444,33,0.0366667,8,10,24
900,81,0.09,70,0.0777778,11,0.0122222,7,2,5
900,78,0.0866667,71,0.0788889,7,0.00777778,3,0,7
900,103,0.114444,95,0.105556,8,0.00888889,16,0,6
900,86,0.0955556,59,0.0655556,27,0.03,4,8,21
900,73,0.0811111,57,0.0633333,16,0.0177778,4,4,6
900,71,0.0788889,61,0.0677778,10,0.0111111,8,2,5
900,49,0.0544444,31,0.0344444,18,0.02,0,6,11
900,66,0.0733333,47,0.0522222,19,0.0211111,5,3,12
900,81,0.09,58,0.0644444,23,0.0255556,6,6,15
900,93,0.103333,86,0.0955556,7,0.00777778,15,1,4
900,75,0.0833333,68,0.0755556,7,0.00777778,4,2,4
900,82,0.0911111,65,0.0722222,17,0.0188889,7,3,14
900,92,0.102222,74,0.0822222,18,0.02,10,5,12
900,101,0.112222,85,0.0944444,16,0.0177778,8,1,9
900,81,0.09,74,0.0822222,7,0.00777778,5,1,2
900,78,0.0866667,63,0.07,15,0.0166667,5,2,7
900,61,0.0677778,45,0.05,16,0.0177778,8,4,10
900,69,0.0766667,61,0.0677778,8,0.00888889,6,1,5
900,66,0.0733333,54,0.06,12,0.0133333,3,3,6
900,84,0.0933333,51,0.0566667,33,0.0366667,6,12,23
900,82,0.0911111,71,0.0788889,11,0.0122222,4,0,7
