Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,83,0.0922222,65,0.0722222,18,0.02,7,6,15
900,74,0.0822222,49,0.0544444,25,0.0277778,2,10,22
900,70,0.0777778,45,0.05,25,0.0277778,3,6,19
900,96,0.106667,72,0.08,24,0.0266667,5,6,19
900,88,0.0977778,46,0.0511111,42,0.0466667,7,17,35
900,65,0.0722222,53,0.0588889,12,0.0133333,12,4,9
900,72,0.08,37,0.0411111,35,0.0388889,4,9,30
900,76,0.0844444,58,0.0644444,18,0.02,3,3,11
900,61,0.0677778,38,0.0422222,23,0.0255556,4,8,20
900,72,0.08,45,0.05,27,0.03,6,7,20
900,82,0.0911111,51,0.0566667,31,0.0344444,8,9,29
900,84,0.0933333,74,0.0822222,10,0.0111111,6,0,8
900,86,0.0955556,67,0.0744444,19,0.0211111,6,6,14
900,57,0.0633333,28,0.0311111,29,0.0322222,2,8,25
900,76,0.0844444,67,0.0744444,9,0.01,3,1,6
900,80,0.0888889,50,0.0555556,30,0.0333333,3,9,22
900,87,0.0966667,68,0.0755556,19,0.0211111,4,7,15
900,85,0.0944444,75,0.0833333,10,0.0111111,4,3,6
900,62,0.0688889,45,0.05,17,0.0188889,5,3,10
900,94,0.104444,67,0.0744444,27,0.03,10,10,22
900,75,0.0833333,72,0.08,3,0.00333333,9,0,2
900,112,0.124444,80,0.0888889,32,0.0355556,10,13,28
900,83,0.0922222,64,0.0711111,19,0.0211111,8,5,13
900,81,0.09,75,0.0833333,6,0.00666667,5,0,5
900,96,0.106667,91,0.101111,5,0.00555556,7,2,2
900,59,0.0655556,48,0.0533333,11,0.0122222,9,3,7
900,80,0.0888889,66,0.0733333,14,0.0155556,3,1,9
900,73,0.0811111,53,0.0588889,20,0.0222222,2,8,16
900,61,0.0677778,31,0.0344444,30,0.0333333,5,11,23
900,79,0.0877778,66,0.0733333,13,0.0144444,9,7,11
900,64,0.0711111,43,0.0477778,21,0.0233333,1,4,17
900,80,0.0888889,57,0.0633333,23,0.0255556,9,10,20
900,76,0.0844444,58,0.0644444,18,0.02,7,2,14
900,54,0.06,36,0.04,18,0.02,8,7,16
900,86,0.0955556,66,0.0733333,20,0.0222222,7,6,18
900,64,0.0711111,44,0.0488889,20,0.0222222,2,9,14
900,84,0.0933333,49,0.0544444,35,0.0388889,4,15,27
900,86,0.0955556,62,0.0688889,24,0.0266667,8,9,20
900,44,0.0488889,29,0.0322222,15,0.0166667,3,4,12
900,84,0.0933333,56,0.0622222,28,0.0311111,3,11,26
900,62,0.0688889,25,0.0277778,37,0.0411111,2,13,28
900,60,0.0666667,42,0.0466667,18,0.02,4,5,13
900,89,0.0988889,60,0.0666667,29,0.0322222,7,8,25
900,81,0.09,56,0.0622222,25,0.0277778,5,9,18
900,89,0.0988889,84,0.0933333,5,0.00555556,4,0,3
900,87,0.0966667,67,0.0744444,20,0.0222222,7,10,17
900,90,0.1,80,0.0888889,10,0.0111111,4,0,7
900,84,0.0933333,53,0.0588889,31,0.0344444,7,9,26
900,87,0.0966667,60,0.0666667,27,0.03,7,6,20
900,68,0.0755556,41,0.0455556,27,0.03,7,7,22
900,88,0.0977778,76,0.0844444,12,0.0133333,7,4,9
900,79,0.0877778,39,0.0433333,40,0.0444444,5,10,36
900,94,0.104444,82,0.0911111,12,0.0133333,12,4,9
900,84,0.0933333,61,0.0677778,23,0.0255556,5,9,19
900,70,0.0777778,50,0.0555556,20,0.0222222,5,6,18
900,65,0.0722222,38,0.0422222,27,0.03,0,8,21
900,80,0.0888889,46,0.0511111,34,0.0377778,3,9,27
900,86,0.0955556,80,0.0888889,6,0.00666667,6,0,5
900,73,0.0811111,68,0.0755556,5,0.00555556,8,0,4
900,72,0.08,38,0.0422222,34,0.0377778,3,13,23
