Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,92,0.102222,80,0.0888889,12,0.0133333,7,0,2
900,89,0.0988889,73,0.0811111,16,0.0177778,10,1,3
900,81,0.09,64,0.0711111,17,0.0188889,4,2,5
900,48,0.0533333,41,0.0455556,7,0.00777778,5,1,2
900,75,0.0833333,69,0.0766667,6,0.00666667,2,0,0
900,90,0.1,78,0.0866667,12,0.0133333,5,0,4
900,66,0.0733333,48,0.0533333,18,0.02,6,3,4
900,87,0.0966667,79,0.0877778,8,0.00888889,4,0,2
900,83,0.0922222,73,0.0811111,10,0.0111111,11,1,1
900,56,0.0622222,46,0.0511111,10,0.0111111,5,1,1
900,95,0.105556,85,0.0944444,10,0.0111111,7,0,4
900,84,0.0933333,77,0.0855556,7,0.00777778,12,0,1
900,57,0.0633333,42,0.0466667,15,0.0166667,8,2,3
900,84,0.0933333,76,0.0844444,8,0.00888889,3,0,0
900,91,0.101111,78,0.0866667,13,0.0144444,4,1,1
900,72,0.08,59,0.0655556,13,0.0144444,7,0,0
900,66,0.0733333,58,0.0644444,8,0.00888889,7,0,0
900,87,0.0966667,77,0.0855556,10,0.0111111,13,0,1
900,71,0.0788889,52,0.0577778,19,0.0211111,3,3,5
900,82,0.0911111,72,0.08,10,0.0111111,6,1,1
900,68,0.0755556,60,0.0666667,8,0.00888889,6,0,0
900,83,0.0922222,73,0.0811111,10,0.0111111,9,1,3
900,76,0.0844444,63,0.07,13,0.0144444,7,0,3
900,81,0.09,65,0.0722222,16,0.0177778,6,3,4
900,90,0.1,77,0.0855556,13,0.0144444,7,0,3
900,69,0.0766667,57,0.0633333,12,0.0133333,4,0,3
900,89,0.0988889,79,0.0877778,10,0.0111111,10,1,3
900,99,0.11,89,0.0988889,10,0.0111111,10,1,1
900,93,0.103333,83,0.0922222,10,0.0111111,4,0,2
900,84,0.0933333,70,0.0777778,14,0.0155556,9,1,2
900,102,0.113333,92,0.102222,10,0.0111111,9,0,0
900,78,0.0866667,71,0.0788889,7,0.00777778,8,0,0
900,86,0.0955556,74,0.0822222,12,0.0133333,4,0,2
900,82,0.0911111,75,0.0833333,7,0.00777778,9,0,0
900,84,0.0933333,70,0.0777778,14,0.0155556,2,0,1
900,92,0.102222,83,0.0922222,9,0.01,8,1,1
900,93,0.103333,84,0.0933333,9,0.01,9,0,1
900,60,0.0666667,44,0.0488889,16,0.0177778,5,1,2
900,67,0.0744444,57,0.0633333,10,0.0111111,2,1,3
900,88,0.0977778,71,0.0788889,17,0.0188889,4,2,5
900,81,0.09,74,0.0822222,7,0.00777778,9,0,0
900,64,0.0711111,56,0.0622222,8,0.00888889,4,2,2
900,59,0.0655556,48,0.0533333,11,0.0122222,4,0,2
900,99,0.11,88,0.0977778,11,0.0122222,8,1,1
900,73,0.0811111,62,0.0688889,11,0.0122222,10,0,1
900,71,0.0788889,53,0.0588889,18,0.02,2,0,2
900,91,0.101111,82,0.0911111,9,0.01,11,1,4
900,69,0.0766667,56,0.0622222,13,0.0144444,5,1,2
900,65,0.0722222,53,0.0588889,12,0.0133333,5,1,2
900,90,0.1,79,0.0877778,11,0.0122222,6,0,0
900,85,0.0944444,68,0.0755556,17,0.0188889,11,1,1
900,60,0.0666667,40,0.0444444,20,0.0222222,7,0,1
900,71,0.0788889,57,0.0633333,14,0.0155556,5,0,1
900,64,0.0711111,60,0.0666667,4,0.00444444,4,0,0
900,81,0.09,71,0.0788889,10,0.0111111,7,0,2
900,51,0.0566667,37,0.0411111,14,0.0155556,1,1,1
900,81,0.09,73,0.0811111,8,0.00888889,6,0,0
900,87,0.0966667,78,0.0866667,9,0.01,4,0,0
900,88,0.0977778,72,0.08,16,0.0177778,7,1,4
900,80,0.0888889,69,0.0766667,11,0.0122222,6,1,3
