Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second)
1500,121,0.0806667,121,0.0806667,0,0
1500,116,0.0773333,116,0.0773333,0,0
1500,127,0.0846667,127,0.0846667,0,0
1484,127,0.0855795,127,0.0855795,0,0
1500,118,0.0786667,118,0.0786667,0,0
1500,121,0.0806667,121,0.0806667,0,0
1407,126,0.0895522,126,0.0895522,0,0
1500,124,0.0826667,124,0.0826667,0,0
1500,125,0.0833333,125,0.0833333,0,0
1264.5,125,0.0988533,125,0.0988533,0,0
1500,122,0.0813333,122,0.0813333,0,0
1500,119,0.0793333,119,0.0793333,0,0
1484.5,127,0.0855507,127,0.0855507,0,0
1500,105,0.07,105,0.07,0,0
1410.5,126,0.08933,126,0.08933,0,0
1116.5,125,0.111957,125,0.111957,0,0
1233,124,0.100568,124,0.100568,0,0
1500,126,0.084,126,0.084,0,0
1500,115,0.0766667,115,0.0766667,0,0
1500,115,0.0766667,115,0.0766667,0,0
1297.5,125,0.0963391,125,0.0963391,0,0
1500,125,0.0833333,125,0.0833333,0,0
1500,122,0.0813333,122,0.0813333,0,0
1500,123,0.082,123,0.082,0,0
1500,126,0.084,126,0.084,0,0
1500,98,0.0653333,98,0.0653333,0,0
1405,124,0.0882562,124,0.0882562,0,0
1500,127,0.0846667,127,0.0846667,0,0
1365.5,127,0.0930062,127,0.0930062,0,0
1500,126,0.084,126,0.084,0,0
1447,126,0.0870767,126,0.0870767,0,0
1469,125,0.0850919,125,0.0850919,0,0
1500,127,0.0846667,127,0.0846667,0,0
1500,102,0.068,102,0.068,0,0
1358,127,0.0935199,127,0.0935199,0,0
1372.5,126,0.0918033,126,0.0918033,0,0
1451,125,0.0861475,125,0.0861475,0,0
1246.5,126,0.101083,126,0.101083,0,0
1500,127,0.0846667,127,0.0846667,0,0
1294.5,127,0.0981074,127,0.0981074,0,0
1500,123,0.082,123,0.082,0,0
1313.5,125,0.0951656,125,0.0951656,0,0
1306.5,123,0.0941447,123,0.0941447,0,0
1305,126,0.0965517,126,0.0965517,0,0
1207.5,127,0.105176,127,0.105176,0,0
1500,123,0.082,123,0.082,0,0
1476,123,0.0833333,123,0.0833333,0,0
1311,126,0.0961098,126,0.0961098,0,0
1500,125,0.0833333,125,0.0833333,0,0
1500,115,0.0766667,115,0.0766667,0,0
1500,173,0.115333,95,0.0633333,78,0.052
1500,206,0.137333,93,0.062,113,0.0753333
1500,210,0.14,108,0.072,102,0.068
1500,192,0.128,70,0.0466667,122,0.0813333
1500,217,0.144667,102,0.068,115,0.0766667
1500,155,0.103333,85,0.0566667,70,0.0466667
1500,227,0.151333,112,0.0746667,115,0.0766667
1500,219,0.146,110,0.0733333,109,0.0726667
1500,219,0.146,105,0.07,114,0.076
1500,209,0.139333,114,0.076,95,0.0633333
1500,187,0.124667,120,0.08,67,0.0446667
1500,228,0.152,104,0.0693333,124,0.0826667
1500,226,0.150667,115,0.0766667,111,0.074
1500,223,0.148667,96,0.064,127,0.0846667
1500,224,0.149333,118,0.0786667,106,0.0706667
1500,171,0.114,96,0.064,75,0.05
1500,221,0.147333,101,0.0673333,120,0.08
1500,206,0.137333,86,0.0573333,120,0.08
1500,232,0.154667,110,0.0733333,122,0.0813333
1500,222,0.148,114,0.076,108,0.072
1500,205,0.136667,96,0.064,109,0.0726667
1500,230,0.153333,109,0.0726667,121,0.0806667
1500,194,0.129333,93,0.062,101,0.0673333
1500,198,0.132,95,0.0633333,103,0.0686667
1500,202,0.134667,98,0.0653333,104,0.0693333
1500,225,0.15,126,0.084,99,0.066
1500,216,0.144,121,0.0806667,95,0.0633333
1500,201,0.134,107,0.0713333,94,0.0626667
1500,221,0.147333,100,0.0666667,121,0.0806667
1500,187,0.124667,83,0.0553333,104,0.0693333
1500,237,0.158,113,0.0753333,124,0.0826667
1500,233,0.155333,112,0.0746667,121,0.0806667
1500,217,0.144667,103,0.0686667,114,0.076
1500,206,0.137333,100,0.0666667,106,0.0706667
1500,201,0.134,102,0.068,99,0.066
1500,185,0.123333,88,0.0586667,97,0.0646667
1500,209,0.139333,90,0.06,119,0.0793333
1360.25,254,0.18673,128,0.0941003,126,0.09263
1500,254,0.169333,128,0.0853333,126,0.084
1500,219,0.146,113,0.0753333,106,0.0706667
1500,225,0.15,104,0.0693333,121,0.0806667
1500,227,0.151333,103,0.0686667,124,0.0826667
1500,187,0.124667,75,0.05,112,0.0746667
1500,223,0.148667,98,0.0653333,125,0.0833333
1500,216,0.144,95,0.0633333,121,0.0806667
1500,214,0.142667,103,0.0686667,111,0.074
1500,223,0.148667,108,0.072,115,0.0766667
1500,212,0.141333,98,0.0653333,114,0.076
1500,216,0.144,107,0.0713333,109,0.0726667
1500,225,0.15,112,0.0746667,113,0.0753333
1500,218,0.145333,99,0.066,119,0.0793333
