tags_collected, collisions_in_seconds, time_in_minutes, random_seed
125, 1771.44, 25, 405708
126, 2405.53, 25, 278922
127, 1188.91, 23.8833, 966982
127, 1145.19, 24.0667, 674104
126, 1324.88, 25, 247109
120, 1397.84, 25, 522680
127, 1580.09, 25, 540554
126, 1584.19, 25, 375449
127, 1276.81, 25, 191385
126, 688.781, 19.2, 275301
127, 1105.81, 24.2583, 851619
127, 917.25, 25, 682272
126, 1354.56, 25, 854097
122, 1688.91, 25, 677349
124, 1732.69, 25, 699989
126, 1337.72, 25, 516731
126, 1303.81, 21.8833, 392761
126, 953.594, 23.7417, 475817
124, 1730.53, 25, 74397
127, 1412.84, 24.05, 2341
126, 1683.56, 25, 285706
126, 1766.16, 25, 51185
127, 1447.53, 25, 776163
127, 1847.12, 25, 217095
127, 1467.53, 25, 128494
127, 1465.56, 25, 114619
127, 1179.47, 23.8917, 27951
127, 1258.66, 25, 588837
124, 1906.03, 25, 593462
126, 1315.19, 25, 327279
125, 1638.62, 25, 307903
126, 1333.34, 21.9333, 237538
127, 899.688, 23.1, 253373
127, 1845.59, 25, 177168
124, 1694.44, 25, 865080
123, 1158.16, 25, 575040
127, 1209.94, 25, 809245
127, 1101.31, 23.3167, 157719
123, 2195.31, 25, 165465
126, 1205.22, 25, 796372
126, 1669.03, 25, 36380
124, 1071.47, 25, 842089
122, 1455.47, 25, 576617
127, 1668.44, 25, 768473
127, 1381.91, 24.6417, 48833
127, 927.5, 22.2167, 781965
127, 1733.75, 25, 463903
127, 1348.03, 25, 157031
123, 1042.38, 25, 489795
127, 1329.81, 25, 616587
114, 1415.06, 25, 720329
113, 1379, 25, 539923
121, 1447.91, 25, 274987
116, 1588.66, 25, 622093
120, 1468.12, 25, 629086
114, 1743.06, 25, 997246
114, 1554.62, 25, 422089
115, 1704.03, 25, 184042
93, 1841.91, 25, 491636
123, 2035.09, 25, 545490
120, 1203.59, 25, 265662
91, 3024.72, 25, 27897
103, 1664.78, 25, 193340
110, 1604.06, 25, 763255
125, 1359.09, 25, 647360
118, 1348.53, 25, 634203
125, 1454.88, 25, 447082
110, 1646.41, 25, 992564
108, 2732.78, 25, 375121
115, 1990.38, 25, 737640
107, 1921.28, 25, 133172
114, 1520.56, 25, 783782
100, 1837.72, 25, 582863
118, 1643.41, 25, 310731
97, 1836.38, 25, 908819
106, 1834.16, 25, 567653
120, 1674.66, 25, 349221
111, 1696.31, 25, 816834
106, 1583.62, 25, 302200
121, 1028.62, 25, 16060
107, 1350.34, 25, 976415
109, 1741.25, 25, 668760
118, 1537.56, 25, 353247
109, 2102.53, 25, 214184
124, 1453.91, 25, 72852
111, 1384.75, 25, 957297
117, 1108.47, 25, 804818
103, 2205.31, 25, 663201
99, 1927.94, 25, 268004
107, 1843, 25, 82698
120, 1176.97, 25, 791948
122, 1344.06, 25, 8958
114, 1460.88, 25, 902749
111, 1923.88, 25, 790386
119, 1711.12, 25, 375175
100, 1496.69, 25, 964080
110, 1432.56, 25, 806405
121, 1781.75, 25, 583122
102, 1887.22, 25, 157930
101, 2585.25, 25, 743322
